"U","V","T","tstamp","SID","SCODE","SFNAME","STYPE","Poll_Value"
-2.73684,52.221593,26,2020-02-26,13,"LEOM","Leominster","Suburban Background",70.1821179166667
-7.900328,54.43951,26,2020-02-26,14,"LN","Lough Navar","Rural Background",69.8197041666667
-2.238917,53.371722,26,2020-02-26,15,"MAHG","Manchester Sharston","Suburban Industrial",61.7170241666667
-2.237881,53.48152,26,2020-02-26,16,"MAN3","Manchester Piccadilly","Urban Background",42.7648029166667
-9.903917,53.326444,26,2020-02-26,17,"MH","Mace Head","Rural Background",85.5772791666667
-1.610528,54.97825,26,2020-02-26,18,"NEWC","Newcastle Centre","Urban Background",54.66624375
1.302686,52.614823,26,2020-02-26,19,"NO12","Norwich Lakenfields","Urban Background",61.6578922222222
-1.146447,52.95473,26,2020-02-26,20,"NOTT","Nottingham Centre","Urban Background",50.003926
-0.916605,52.272257,26,2020-02-26,21,"NTN4","Northampton Spring Park","Urban Background",65.6294275
1.04901,51.777874,26,2020-02-26,22,"OSY","St Osyth","Rural Background",68.7851279166667
-3.196527,55.657472,26,2020-02-26,23,"PEEB","Peebles","Urban Background",71.71669
-4.142361,50.37167,26,2020-02-26,24,"PLYM","Plymouth Centre","Urban Background",74.7964791666667
0.678331,51.544166,26,2020-02-26,25,"SEND","Southend-on-Sea","Urban Background",53.7979745833333
1.463497,52.2944,26,2020-02-26,26,"SIB","Sibton","Rural Background",67.1600580952381
-2.175133,53.02821,26,2020-02-26,27,"STOK","Stoke-on-Trent Centre","Urban Background",56.73608875
-1.406878,54.88361,26,2020-02-26,28,"SUN2","Sunderland Silksworth","Urban Background",67.10402875
-3.022722,53.37287,26,2020-02-26,29,"TRAN","Wirral Tranmere","Urban Background",70.7579608333333
-2.030371,52.605641,26,2020-02-26,30,"WAL4","Walsall Woodlands","Urban Background",63.2900229166667
0.290917,52.2985,26,2020-02-26,31,"WFEN","Wicken Fen","Rural Background",62.8493066666667
-2.638139,53.54914,26,2020-02-26,32,"WIG5","Wigan Centre","Urban Background",67.6708620833333
-3.2429,55.79216,27,2020-02-27,1,"ACTH","Auchencorth Moss","Rural Background",70.06085125
-1.874978,52.476145,27,2020-02-27,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",38.9986116666667
-3.205782,55.862281,27,2020-02-27,3,"BUSH","Bush Estate","Rural Background",74.8068766666667
-1.560189,52.411628,27,2020-02-27,4,"COAL","Coventry Allesley","Urban Background",51.3560141666667
-3.182186,55.945589,27,2020-02-27,7,"ED3","Edinburgh St Leonards","Urban Background",60.3643820833333
-5.101102,56.82266,27,2020-02-27,8,"FW","Fort William","Suburban Background",74.8496758333333
-4.243631,55.865782,27,2020-02-27,9,"GLKP","Glasgow Townhead","Urban Background",48.7908416666667
-0.460861,51.49633,27,2020-02-27,10,"HIL","London Hillingdon","Urban Background",41.3872154166667
-0.341222,53.74878,27,2020-02-27,11,"HUL2","Hull Freetown","Urban Background",51.8133616666667
-1.127182,52.619904,27,2020-02-27,12,"LECU","Leicester University","Urban Background",46.0255879166667
-2.73684,52.221593,27,2020-02-27,13,"LEOM","Leominster","Suburban Background",60.8598425
-7.900328,54.43951,27,2020-02-27,14,"LN","Lough Navar","Rural Background",59.6707379166667
-2.238917,53.371722,27,2020-02-27,15,"MAHG","Manchester Sharston","Suburban Industrial",49.56542875
-2.237881,53.48152,27,2020-02-27,16,"MAN3","Manchester Piccadilly","Urban Background",35.09868375
-9.903917,53.326444,27,2020-02-27,17,"MH","Mace Head","Rural Background",81.9301375
-1.610528,54.97825,27,2020-02-27,18,"NEWC","Newcastle Centre","Urban Background",57.5801041666667
1.302686,52.614823,27,2020-02-27,19,"NO12","Norwich Lakenfields","Urban Background",52.0995516666667
-1.146447,52.95473,27,2020-02-27,20,"NOTT","Nottingham Centre","Urban Background",45.5906583333333
-0.916605,52.272257,27,2020-02-27,21,"NTN4","Northampton Spring Park","Urban Background",59.9756370833333
1.04901,51.777874,27,2020-02-27,22,"OSY","St Osyth","Rural Background",67.5371220833333
-3.196527,55.657472,27,2020-02-27,23,"PEEB","Peebles","Urban Background",69.9883330434783
-4.142361,50.37167,27,2020-02-27,24,"PLYM","Plymouth Centre","Urban Background",59.1619979166667
0.678331,51.544166,27,2020-02-27,25,"SEND","Southend-on-Sea","Urban Background",56.9578333333333
1.463497,52.2944,27,2020-02-27,26,"SIB","Sibton","Rural Background",62.70448
-2.175133,53.02821,27,2020-02-27,27,"STOK","Stoke-on-Trent Centre","Urban Background",46.1256175
-1.406878,54.88361,27,2020-02-27,28,"SUN2","Sunderland Silksworth","Urban Background",67.15530625
-3.022722,53.37287,27,2020-02-27,29,"TRAN","Wirral Tranmere","Urban Background",65.4790566666667
-2.030371,52.605641,27,2020-02-27,30,"WAL4","Walsall Woodlands","Urban Background",57.62999625
0.290917,52.2985,27,2020-02-27,31,"WFEN","Wicken Fen","Rural Background",58.0513935294118
-2.638139,53.54914,27,2020-02-27,32,"WIG5","Wigan Centre","Urban Background",52.79804625
-3.2429,55.79216,28,2020-02-28,1,"ACTH","Auchencorth Moss","Rural Background",63.4570245833333
-1.874978,52.476145,28,2020-02-28,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",36.8525416666667
-3.205782,55.862281,28,2020-02-28,3,"BUSH","Bush Estate","Rural Background",53.7425391666667
-1.560189,52.411628,28,2020-02-28,4,"COAL","Coventry Allesley","Urban Background",47.04655
-3.182186,55.945589,28,2020-02-28,7,"ED3","Edinburgh St Leonards","Urban Background",45.60036
-5.101102,56.82266,28,2020-02-28,8,"FW","Fort William","Suburban Background",64.95163625
-4.243631,55.865782,28,2020-02-28,9,"GLKP","Glasgow Townhead","Urban Background",30.9254833333333
-0.460861,51.49633,28,2020-02-28,10,"HIL","London Hillingdon","Urban Background",26.9239341666667
-0.341222,53.74878,28,2020-02-28,11,"HUL2","Hull Freetown","Urban Background",40.5563666666667
-1.127182,52.619904,28,2020-02-28,12,"LECU","Leicester University","Urban Background",48.2942779166667
-2.73684,52.221593,28,2020-02-28,13,"LEOM","Leominster","Suburban Background",55.1942716666667
-7.900328,54.43951,28,2020-02-28,14,"LN","Lough Navar","Rural Background",66.5683775
-2.238917,53.371722,28,2020-02-28,15,"MAHG","Manchester Sharston","Suburban Industrial",53.6081070833333
-2.237881,53.48152,28,2020-02-28,16,"MAN3","Manchester Piccadilly","Urban Background",22.683765
-9.903917,53.326444,28,2020-02-28,17,"MH","Mace Head","Rural Background",81.9226545833333
-1.610528,54.97825,28,2020-02-28,18,"NEWC","Newcastle Centre","Urban Background",38.3541691666667
1.302686,52.614823,28,2020-02-28,19,"NO12","Norwich Lakenfields","Urban Background",54.3322408333333
-1.146447,52.95473,28,2020-02-28,20,"NOTT","Nottingham Centre","Urban Background",34.7605220833333
-0.916605,52.272257,28,2020-02-28,21,"NTN4","Northampton Spring Park","Urban Background",51.4447125
1.04901,51.777874,28,2020-02-28,22,"OSY","St Osyth","Rural Background",62.8396054166667
-3.196527,55.657472,28,2020-02-28,23,"PEEB","Peebles","Urban Background",55.8006054166667
-4.142361,50.37167,28,2020-02-28,24,"PLYM","Plymouth Centre","Urban Background",70.0276725
0.678331,51.544166,28,2020-02-28,25,"SEND","Southend-on-Sea","Urban Background",53.2235179166667
1.463497,52.2944,28,2020-02-28,26,"SIB","Sibton","Rural Background",60.5126741666667
-2.175133,53.02821,28,2020-02-28,27,"STOK","Stoke-on-Trent Centre","Urban Background",39.5432725
-1.406878,54.88361,28,2020-02-28,28,"SUN2","Sunderland Silksworth","Urban Background",52.7807233333333
-3.022722,53.37287,28,2020-02-28,29,"TRAN","Wirral Tranmere","Urban Background",56.54899125
-2.030371,52.605641,28,2020-02-28,30,"WAL4","Walsall Woodlands","Urban Background",48.6181629166667
0.290917,52.2985,28,2020-02-28,31,"WFEN","Wicken Fen","Rural Background",55.8262441666667
-2.638139,53.54914,28,2020-02-28,32,"WIG5","Wigan Centre","Urban Background",32.8950966666667
-3.2429,55.79216,29,2020-02-29,1,"ACTH","Auchencorth Moss","Rural Background",73.0537095833333
-1.874978,52.476145,29,2020-02-29,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",70.12391
-3.205782,55.862281,29,2020-02-29,3,"BUSH","Bush Estate","Rural Background",70.3997041666667
-1.560189,52.411628,29,2020-02-29,4,"COAL","Coventry Allesley","Urban Background",74.9059670833333
-3.182186,55.945589,29,2020-02-29,7,"ED3","Edinburgh St Leonards","Urban Background",67.4692129166667
-5.101102,56.82266,29,2020-02-29,8,"FW","Fort William","Suburban Background",72.3771045833333
-4.243631,55.865782,29,2020-02-29,9,"GLKP","Glasgow Townhead","Urban Background",54.3687204166667
-0.460861,51.49633,29,2020-02-29,10,"HIL","London Hillingdon","Urban Background",58.8232583333333
-0.341222,53.74878,29,2020-02-29,11,"HUL2","Hull Freetown","Urban Background",64.2303579166667
-1.127182,52.619904,29,2020-02-29,12,"LECU","Leicester University","Urban Background",69.99875625
-2.73684,52.221593,29,2020-02-29,13,"LEOM","Leominster","Suburban Background",80.1904154166667
-7.900328,54.43951,29,2020-02-29,14,"LN","Lough Navar","Rural Background",74.5768154166667
-2.238917,53.371722,29,2020-02-29,15,"MAHG","Manchester Sharston","Suburban Industrial",67.0319620833333
-2.237881,53.48152,29,2020-02-29,16,"MAN3","Manchester Piccadilly","Urban Background",48.0721175
-9.903917,53.326444,29,2020-02-29,17,"MH","Mace Head","Rural Background",86.1593591666667
-1.610528,54.97825,29,2020-02-29,18,"NEWC","Newcastle Centre","Urban Background",66.3355445833333
1.302686,52.614823,29,2020-02-29,19,"NO12","Norwich Lakenfields","Urban Background",71.31786625
-1.146447,52.95473,29,2020-02-29,20,"NOTT","Nottingham Centre","Urban Background",67.5156408333333
-0.916605,52.272257,29,2020-02-29,21,"NTN4","Northampton Spring Park","Urban Background",79.0276420833333
1.04901,51.777874,29,2020-02-29,22,"OSY","St Osyth","Rural Background",75.4686433333333
-3.196527,55.657472,29,2020-02-29,23,"PEEB","Peebles","Urban Background",71.2755945833333
-4.142361,50.37167,29,2020-02-29,24,"PLYM","Plymouth Centre","Urban Background",84.0017008333333
0.678331,51.544166,29,2020-02-29,25,"SEND","Southend-on-Sea","Urban Background",69.0567641666667
1.463497,52.2944,29,2020-02-29,26,"SIB","Sibton","Rural Background",72.6226933333333
-2.175133,53.02821,29,2020-02-29,27,"STOK","Stoke-on-Trent Centre","Urban Background",67.8129166666667
-1.406878,54.88361,29,2020-02-29,28,"SUN2","Sunderland Silksworth","Urban Background",71.9283558333333
-3.022722,53.37287,29,2020-02-29,29,"TRAN","Wirral Tranmere","Urban Background",74.2726104166667
-2.030371,52.605641,29,2020-02-29,30,"WAL4","Walsall Woodlands","Urban Background",76.7873304166667
0.290917,52.2985,29,2020-02-29,31,"WFEN","Wicken Fen","Rural Background",74.5768154166667
-2.638139,53.54914,29,2020-02-29,32,"WIG5","Wigan Centre","Urban Background",72.0717970833333
-3.2429,55.79216,30,2020-03-01,1,"ACTH","Auchencorth Moss","Rural Background",72.8555241666667
-1.874978,52.476145,30,2020-03-01,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",62.4383858333333
-3.205782,55.862281,30,2020-03-01,3,"BUSH","Bush Estate","Rural Background",75.788095
-1.560189,52.411628,30,2020-03-01,4,"COAL","Coventry Allesley","Urban Background",67.7256058333333
-3.182186,55.945589,30,2020-03-01,7,"ED3","Edinburgh St Leonards","Urban Background",76.090915
-5.101102,56.82266,30,2020-03-01,8,"FW","Fort William","Suburban Background",75.9050841666667
-4.243631,55.865782,30,2020-03-01,9,"GLKP","Glasgow Townhead","Urban Background",66.0850875
-0.460861,51.49633,30,2020-03-01,10,"HIL","London Hillingdon","Urban Background",51.8216766666667
-0.341222,53.74878,30,2020-03-01,11,"HUL2","Hull Freetown","Urban Background",63.5672041666667
-1.127182,52.619904,30,2020-03-01,12,"LECU","Leicester University","Urban Background",65.9447141666667
-2.73684,52.221593,30,2020-03-01,13,"LEOM","Leominster","Suburban Background",75.8012608333333
-7.900328,54.43951,30,2020-03-01,14,"LN","Lough Navar","Rural Background",74.3273525
-2.238917,53.371722,30,2020-03-01,15,"MAHG","Manchester Sharston","Suburban Industrial",66.7589379166667
-2.237881,53.48152,30,2020-03-01,16,"MAN3","Manchester Piccadilly","Urban Background",54.1368291666667
-9.903917,53.326444,30,2020-03-01,17,"MH","Mace Head","Rural Background",90.806845
-1.610528,54.97825,30,2020-03-01,18,"NEWC","Newcastle Centre","Urban Background",80.1197333333333
1.302686,52.614823,30,2020-03-01,19,"NO12","Norwich Lakenfields","Urban Background",75.4159795833333
-1.146447,52.95473,30,2020-03-01,20,"NOTT","Nottingham Centre","Urban Background",68.0111004166667
-0.916605,52.272257,30,2020-03-01,21,"NTN4","Northampton Spring Park","Urban Background",76.4366966666667
1.04901,51.777874,30,2020-03-01,22,"OSY","St Osyth","Rural Background",78.4670445833333
-3.196527,55.657472,30,2020-03-01,23,"PEEB","Peebles","Urban Background",72.4958829166667
-4.142361,50.37167,30,2020-03-01,24,"PLYM","Plymouth Centre","Urban Background",81.2604108333333
0.678331,51.544166,30,2020-03-01,25,"SEND","Southend-on-Sea","Urban Background",71.1460129166667
1.463497,52.2944,30,2020-03-01,26,"SIB","Sibton","Rural Background",75.67930125
-2.175133,53.02821,30,2020-03-01,27,"STOK","Stoke-on-Trent Centre","Urban Background",69.3706704166667
-1.406878,54.88361,30,2020-03-01,28,"SUN2","Sunderland Silksworth","Urban Background",79.08862125
-3.022722,53.37287,30,2020-03-01,29,"TRAN","Wirral Tranmere","Urban Background",73.3648433333333
-2.030371,52.605641,30,2020-03-01,30,"WAL4","Walsall Woodlands","Urban Background",73.0467795833333
0.290917,52.2985,30,2020-03-01,31,"WFEN","Wicken Fen","Rural Background",74.6675925
-2.638139,53.54914,30,2020-03-01,32,"WIG5","Wigan Centre","Urban Background",71.8840075
-3.2429,55.79216,31,2020-03-02,1,"ACTH","Auchencorth Moss","Rural Background",70.6221420833333
-1.874978,52.476145,31,2020-03-02,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",28.247470625
-3.205782,55.862281,31,2020-03-02,3,"BUSH","Bush Estate","Rural Background",71.89925125
-1.560189,52.411628,31,2020-03-02,4,"COAL","Coventry Allesley","Urban Background",43.3475754166667
-3.182186,55.945589,31,2020-03-02,7,"ED3","Edinburgh St Leonards","Urban Background",71.5818791666667
-5.101102,56.82266,31,2020-03-02,8,"FW","Fort William","Suburban Background",78.5857916666667
-4.243631,55.865782,31,2020-03-02,9,"GLKP","Glasgow Townhead","Urban Background",57.94835625
-0.460861,51.49633,31,2020-03-02,10,"HIL","London Hillingdon","Urban Background",48.84891625
-0.341222,53.74878,31,2020-03-02,11,"HUL2","Hull Freetown","Urban Background",42.4107054166667
-1.127182,52.619904,31,2020-03-02,12,"LECU","Leicester University","Urban Background",40.9781070833333
-2.73684,52.221593,31,2020-03-02,13,"LEOM","Leominster","Suburban Background",33.738973
-7.900328,54.43951,31,2020-03-02,14,"LN","Lough Navar","Rural Background",69.9021654166667
-2.238917,53.371722,31,2020-03-02,15,"MAHG","Manchester Sharston","Suburban Industrial",47.4775658333333
-2.237881,53.48152,31,2020-03-02,16,"MAN3","Manchester Piccadilly","Urban Background",31.80161875
-9.903917,53.326444,31,2020-03-02,17,"MH","Mace Head","Rural Background",90.7478058333333
-1.610528,54.97825,31,2020-03-02,18,"NEWC","Newcastle Centre","Urban Background",53.9483458333333
1.302686,52.614823,31,2020-03-02,19,"NO12","Norwich Lakenfields","Urban Background",52.2436845833333
-1.146447,52.95473,31,2020-03-02,20,"NOTT","Nottingham Centre","Urban Background",27.3219023076923
-0.916605,52.272257,31,2020-03-02,21,"NTN4","Northampton Spring Park","Urban Background",54.5380483333333
1.04901,51.777874,31,2020-03-02,22,"OSY","St Osyth","Rural Background",69.1163583333333
-3.196527,55.657472,31,2020-03-02,23,"PEEB","Peebles","Urban Background",69.4662991666667
-4.142361,50.37167,31,2020-03-02,24,"PLYM","Plymouth Centre","Urban Background",73.58826125
0.678331,51.544166,31,2020-03-02,25,"SEND","Southend-on-Sea","Urban Background",54.5082504166667
1.463497,52.2944,31,2020-03-02,26,"SIB","Sibton","Rural Background",67.6611604166667
-2.175133,53.02821,31,2020-03-02,27,"STOK","Stoke-on-Trent Centre","Urban Background",46.5677195833333
-1.406878,54.88361,31,2020-03-02,28,"SUN2","Sunderland Silksworth","Urban Background",71.7897641666667
-3.022722,53.37287,31,2020-03-02,29,"TRAN","Wirral Tranmere","Urban Background",65.8151383333333
-2.030371,52.605641,31,2020-03-02,30,"WAL4","Walsall Woodlands","Urban Background",46.9779466666667
0.290917,52.2985,31,2020-03-02,31,"WFEN","Wicken Fen","Rural Background",58.61953125
-2.638139,53.54914,31,2020-03-02,32,"WIG5","Wigan Centre","Urban Background",48.7124045833333
-3.2429,55.79216,32,2020-03-03,1,"ACTH","Auchencorth Moss","Rural Background",64.9801304166667
-1.874978,52.476145,32,2020-03-03,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",38.6209525
-3.205782,55.862281,32,2020-03-03,3,"BUSH","Bush Estate","Rural Background",68.00486375
-1.560189,52.411628,32,2020-03-03,4,"COAL","Coventry Allesley","Urban Background",51.7814131578947
-3.182186,55.945589,32,2020-03-03,7,"ED3","Edinburgh St Leonards","Urban Background",54.4334116666667
-5.101102,56.82266,32,2020-03-03,8,"FW","Fort William","Suburban Background",64.1075833333333
-4.243631,55.865782,32,2020-03-03,9,"GLKP","Glasgow Townhead","Urban Background",48.4593333333333
-0.460861,51.49633,32,2020-03-03,10,"HIL","London Hillingdon","Urban Background",29.7421675
-0.341222,53.74878,32,2020-03-03,11,"HUL2","Hull Freetown","Urban Background",43.1895820833333
-1.127182,52.619904,32,2020-03-03,12,"LECU","Leicester University","Urban Background",37.4492939130435
-2.73684,52.221593,32,2020-03-03,13,"LEOM","Leominster","Suburban Background",70.16037
-7.900328,54.43951,32,2020-03-03,14,"LN","Lough Navar","Rural Background",64.4909083333333
-2.238917,53.371722,32,2020-03-03,15,"MAHG","Manchester Sharston","Suburban Industrial",47.9016520833333
-2.237881,53.48152,32,2020-03-03,16,"MAN3","Manchester Piccadilly","Urban Background",32.9221220833333
-9.903917,53.326444,32,2020-03-03,17,"MH","Mace Head","Rural Background",87.9820975
-1.610528,54.97825,32,2020-03-03,18,"NEWC","Newcastle Centre","Urban Background",40.9492708333333
1.302686,52.614823,32,2020-03-03,19,"NO12","Norwich Lakenfields","Urban Background",55.521345
-1.146447,52.95473,32,2020-03-03,20,"NOTT","Nottingham Centre","Urban Background",46.0341466666667
-0.916605,52.272257,32,2020-03-03,21,"NTN4","Northampton Spring Park","Urban Background",57.8818086956522
1.04901,51.777874,32,2020-03-03,22,"OSY","St Osyth","Rural Background",59.5120529166667
-3.196527,55.657472,32,2020-03-03,23,"PEEB","Peebles","Urban Background",64.3821158333333
-4.142361,50.37167,32,2020-03-03,24,"PLYM","Plymouth Centre","Urban Background",53.74498875
0.678331,51.544166,32,2020-03-03,25,"SEND","Southend-on-Sea","Urban Background",41.5908243478261
1.463497,52.2944,32,2020-03-03,26,"SIB","Sibton","Rural Background",60.4953504166667
-2.175133,53.02821,32,2020-03-03,27,"STOK","Stoke-on-Trent Centre","Urban Background",47.0465495833333
-1.406878,54.88361,32,2020-03-03,28,"SUN2","Sunderland Silksworth","Urban Background",63.8230927272727
-3.022722,53.37287,32,2020-03-03,29,"TRAN","Wirral Tranmere","Urban Background",65.7305975
-2.030371,52.605641,32,2020-03-03,30,"WAL4","Walsall Woodlands","Urban Background",60.224405
0.290917,52.2985,32,2020-03-03,31,"WFEN","Wicken Fen","Rural Background",56.13807125
-2.638139,53.54914,32,2020-03-03,32,"WIG5","Wigan Centre","Urban Background",56.3833758333333
-3.2429,55.79216,33,2020-03-04,1,"ACTH","Auchencorth Moss","Rural Background",60.7815395833333
-1.874978,52.476145,33,2020-03-04,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",31.9741645833333
-3.205782,55.862281,33,2020-03-04,3,"BUSH","Bush Estate","Rural Background",62.5880633333333
-1.560189,52.411628,33,2020-03-04,4,"COAL","Coventry Allesley","Urban Background",39.1385879166667
-3.182186,55.945589,33,2020-03-04,7,"ED3","Edinburgh St Leonards","Urban Background",44.4556054166667
-5.101102,56.82266,33,2020-03-04,8,"FW","Fort William","Suburban Background",43.3739979166667
-4.243631,55.865782,33,2020-03-04,9,"GLKP","Glasgow Townhead","Urban Background",31.2340166666667
-0.460861,51.49633,33,2020-03-04,10,"HIL","London Hillingdon","Urban Background",17.19339
-0.341222,53.74878,33,2020-03-04,11,"HUL2","Hull Freetown","Urban Background",28.8981533333333
-1.127182,52.619904,33,2020-03-04,12,"LECU","Leicester University","Urban Background",23.4399369230769
-2.73684,52.221593,33,2020-03-04,13,"LEOM","Leominster","Suburban Background",50.7344370833333
-7.900328,54.43951,33,2020-03-04,14,"LN","Lough Navar","Rural Background",32.23124875
-2.238917,53.371722,33,2020-03-04,15,"MAHG","Manchester Sharston","Suburban Industrial",29.058225
-2.237881,53.48152,33,2020-03-04,16,"MAN3","Manchester Piccadilly","Urban Background",14.26094125
-9.903917,53.326444,33,2020-03-04,17,"MH","Mace Head","Rural Background",78.6447166666667
-1.610528,54.97825,33,2020-03-04,18,"NEWC","Newcastle Centre","Urban Background",36.794335
1.302686,52.614823,33,2020-03-04,19,"NO12","Norwich Lakenfields","Urban Background",50.93677875
-1.146447,52.95473,33,2020-03-04,20,"NOTT","Nottingham Centre","Urban Background",29.5252741666667
-0.916605,52.272257,33,2020-03-04,21,"NTN4","Northampton Spring Park","Urban Background",47.8233483333333
1.04901,51.777874,33,2020-03-04,22,"OSY","St Osyth","Rural Background",54.8845233333333
-3.196527,55.657472,33,2020-03-04,23,"PEEB","Peebles","Urban Background",37.9931395833333
-4.142361,50.37167,33,2020-03-04,24,"PLYM","Plymouth Centre","Urban Background",53.29275625
0.678331,51.544166,33,2020-03-04,25,"SEND","Southend-on-Sea","Urban Background",40.24661875
1.463497,52.2944,33,2020-03-04,26,"SIB","Sibton","Rural Background",63.1923166666667
-2.175133,53.02821,33,2020-03-04,27,"STOK","Stoke-on-Trent Centre","Urban Background",32.9817154166667
-1.406878,54.88361,33,2020-03-04,28,"SUN2","Sunderland Silksworth","Urban Background",22.0413988888889
-3.022722,53.37287,33,2020-03-04,29,"TRAN","Wirral Tranmere","Urban Background",45.40009625
-2.030371,52.605641,33,2020-03-04,30,"WAL4","Walsall Woodlands","Urban Background",37.1311079166667
0.290917,52.2985,33,2020-03-04,31,"WFEN","Wicken Fen","Rural Background",50.93677875
-2.638139,53.54914,33,2020-03-04,32,"WIG5","Wigan Centre","Urban Background",26.26701625
-3.2429,55.79216,34,2020-03-05,1,"ACTH","Auchencorth Moss","Rural Background",49.3298254166667
-1.874978,52.476145,34,2020-03-05,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",39.5127825
-3.205782,55.862281,34,2020-03-05,3,"BUSH","Bush Estate","Rural Background",43.4674554166667
-1.560189,52.411628,34,2020-03-05,4,"COAL","Coventry Allesley","Urban Background",55.69181125
-3.182186,55.945589,34,2020-03-05,7,"ED3","Edinburgh St Leonards","Urban Background",24.93793625
-5.101102,56.82266,34,2020-03-05,8,"FW","Fort William","Suburban Background",55.87409375
-4.243631,55.865782,34,2020-03-05,9,"GLKP","Glasgow Townhead","Urban Background",15.0321091666667
-0.460861,51.49633,34,2020-03-05,10,"HIL","London Hillingdon","Urban Background",49.0817466666667
-0.341222,53.74878,34,2020-03-05,11,"HUL2","Hull Freetown","Urban Background",43.1486995833333
-1.127182,52.619904,34,2020-03-05,12,"LECU","Leicester University","Urban Background",47.7138616666667
-2.73684,52.221593,34,2020-03-05,13,"LEOM","Leominster","Suburban Background",48.49620375
-7.900328,54.43951,34,2020-03-05,14,"LN","Lough Navar","Rural Background",51.4350108333333
-2.238917,53.371722,34,2020-03-05,15,"MAHG","Manchester Sharston","Suburban Industrial",28.0797779166667
-2.237881,53.48152,34,2020-03-05,16,"MAN3","Manchester Piccadilly","Urban Background",19.9472983333333
-9.903917,53.326444,34,2020-03-05,17,"MH","Mace Head","Rural Background",84.69335
-1.610528,54.97825,34,2020-03-05,18,"NEWC","Newcastle Centre","Urban Background",23.6670625
1.302686,52.614823,34,2020-03-05,19,"NO12","Norwich Lakenfields","Urban Background",61.7752325
-1.146447,52.95473,34,2020-03-05,20,"NOTT","Nottingham Centre","Urban Background",50.06781875
-0.916605,52.272257,34,2020-03-05,21,"NTN4","Northampton Spring Park","Urban Background",65.9073008333333
1.04901,51.777874,34,2020-03-05,22,"OSY","St Osyth","Rural Background",55.6737941666667
-3.196527,55.657472,34,2020-03-05,23,"PEEB","Peebles","Urban Background",32.2035308333333
-4.142361,50.37167,34,2020-03-05,24,"PLYM","Plymouth Centre","Urban Background",46.6192895833333
0.678331,51.544166,34,2020-03-05,25,"SEND","Southend-on-Sea","Urban Background",48.01529625
1.463497,52.2944,34,2020-03-05,26,"SIB","Sibton","Rural Background",66.6626179166667
-2.175133,53.02821,34,2020-03-05,27,"STOK","Stoke-on-Trent Centre","Urban Background",42.7842066666667
-1.406878,54.88361,34,2020-03-05,28,"SUN2","Sunderland Silksworth","Urban Background",21.5701926086957
-3.022722,53.37287,34,2020-03-05,29,"TRAN","Wirral Tranmere","Urban Background",34.5484783333333
-2.030371,52.605641,34,2020-03-05,30,"WAL4","Walsall Woodlands","Urban Background",41.4745279166667
0.290917,52.2985,34,2020-03-05,31,"WFEN","Wicken Fen","Rural Background",65.2434529166667
-2.638139,53.54914,34,2020-03-05,32,"WIG5","Wigan Centre","Urban Background",28.2259908333333
-3.2429,55.79216,35,2020-03-06,1,"ACTH","Auchencorth Moss","Rural Background",52.4224670833333
-1.874978,52.476145,35,2020-03-06,2,"BIRR","Birmingham A4540 Roadside","Urban Traffic",22.4689495833333
-3.205782,55.862281,35,2020-03-06,3,"BUSH","Bush Estate","Rural Background",52.9096120833333
-1.560189,52.411628,35,2020-03-06,4,"COAL","Coventry Allesley","Urban Background",27.5080929166667
-3.182186,55.945589,35,2020-03-06,7,"ED3","Edinburgh St Leonards","Urban Background",34.8596129166667
-5.101102,56.82266,35,2020-03-06,8,"FW","Fort William","Suburban Background",38.04201375
-4.243631,55.865782,35,2020-03-06,9,"GLKP","Glasgow Townhead","Urban Background",20.3040791666667
-0.460861,51.49633,35,2020-03-06,10,"HIL","London Hillingdon","Urban Background",38.30566125
-0.341222,53.74878,35,2020-03-06,11,"HUL2","Hull Freetown","Urban Background",47.7228708333333
-1.127182,52.619904,35,2020-03-06,12,"LECU","Leicester University","Urban Background",26.2344479166667
-2.73684,52.221593,35,2020-03-06,13,"LEOM","Leominster","Suburban Background",41.15369
-7.900328,54.43951,35,2020-03-06,14,"LN","Lough Navar","Rural Background",54.232455
-2.238917,53.371722,35,2020-03-06,15,"MAHG","Manchester Sharston","Suburban Industrial",27.06391
-2.237881,53.48152,35,2020-03-06,16,"MAN3","Manchester Piccadilly","Urban Background",18.10889875
-9.903917,53.326444,35,2020-03-06,17,"MH","Mace Head","Rural Background",90.34367625
-1.610528,54.97825,35,2020-03-06,18,"NEWC","Newcastle Centre","Urban Background",25.92123375
1.302686,52.614823,35,2020-03-06,19,"NO12","Norwich Lakenfields","Urban Background",53.2761825
-1.146447,52.95473,35,2020-03-06,20,"NOTT","Nottingham Centre","Urban Background",28.91131875
-0.916605,52.272257,35,2020-03-06,21,"NTN4","Northampton Spring Park","Urban Background",49.53909625
1.04901,51.777874,35,2020-03-06,22,"OSY","St Osyth","Rural Background",65.40976125
-3.196527,55.657472,35,2020-03-06,23,"PEEB","Peebles","Urban Background",40.6360566666667
