"U","V","T","tstamp","SID","SCODE","SFNAME","STYPE","Poll_Value"
-4.238214,55.860936,63,2020-04-03,12,"GHSR","Glasgow High Street","Urban Traffic",3.47191666666667
-4.734421,55.944079,63,2020-04-03,13,"GKA8","Greenock A8 Roadside","Urban Traffic",2.88895833333333
-4.243631,55.865782,63,2020-04-03,14,"GLKP","Glasgow Townhead","Urban Background",3.123
-0.037418,51.449674,63,2020-04-03,15,"HP1","London Honor Oak Park","Urban Background",8.602625
-0.213492,51.52105,63,2020-04-03,16,"KC1","London N. Kensington","Urban Background",7.279875
-1.533119,52.28881,63,2020-04-03,17,"LEAM","Leamington Spa","Urban Background",6.77970833333333
-7.900328,54.43951,63,2020-04-03,18,"LN","Lough Navar","Rural Background",3.008125
1.302686,52.614823,63,2020-04-03,19,"NO12","Norwich Lakenfields","Urban Background",8.557375
-1.146447,52.95473,63,2020-04-03,20,"NOTT","Nottingham Centre","Urban Background",8.79233333333333
-1.260278,51.744806,63,2020-04-03,21,"OX8","Oxford St Ebbes","Urban Background",5.58083333333333
-2.680353,53.76559,63,2020-04-03,22,"PRES","Preston","Urban Background",5.84529166666667
0.634889,51.45617,63,2020-04-03,23,"ROCH","Rochester Stoke","Rural Background",11.3247916666667
0.678331,51.544166,63,2020-04-03,24,"SEND","Southend-on-Sea","Urban Background",10.0354166666667
-1.478096,53.378622,63,2020-04-03,25,"SHDG","Sheffield Devonshire Green","Urban Background",7.13854166666667
-1.395757,50.908173,63,2020-04-03,26,"SOUT","Southampton Centre","Urban Background",8.916125
-1.406878,54.88361,63,2020-04-03,27,"SUN2","Sunderland Silksworth","Urban Background",4.39954166666667
-3.022722,53.37287,63,2020-04-03,28,"TRAN","Wirral Tranmere","Urban Background",5.820625
-2.638139,53.54914,63,2020-04-03,29,"WIG5","Wigan Centre","Urban Background",5.98958333333333
-3.002829,53.042282,63,2020-04-03,30,"WREX","Wrexham","Urban Traffic",4.88508333333333
-2.094278,57.15736,64,2020-04-04,1,"ABD","Aberdeen","Urban Background",4.43579166666667
-3.2429,55.79216,64,2020-04-04,2,"ACTH","Auchencorth Moss","Rural Background",3.58683333333333
-5.928833,54.59965,64,2020-04-04,3,"BEL2","Belfast Centre","Urban Background",6.39154166666667
-1.874978,52.476145,64,2020-04-04,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",10.0227083333333
-3.007175,53.80489,64,2020-04-04,5,"BLC2","Blackpool Marton","Urban Background",6.89558333333333
-1.918235,52.481346,64,2020-04-04,6,"BMLD","Birmingham Ladywood","Urban Background",7.94316666666667
-1.454946,53.244131,64,2020-04-04,7,"CHLG","Chesterfield Loundsley Green","Urban Background",8.49558333333333
-1.456928,53.231751,64,2020-04-04,8,"CHS7","Chesterfield Roadside","Urban Traffic",8.099375
-1.560189,52.411628,64,2020-04-04,9,"COAL","Coventry Allesley","Urban Background",8.61254166666667
-2.334139,53.48481,64,2020-04-04,10,"ECCL","Salford Eccles","Urban Background",7.90195833333333
-3.182186,55.945589,64,2020-04-04,11,"ED3","Edinburgh St Leonards","Urban Background",3.77554166666667
-4.238214,55.860936,64,2020-04-04,12,"GHSR","Glasgow High Street","Urban Traffic",4.43883333333333
-4.734421,55.944079,64,2020-04-04,13,"GKA8","Greenock A8 Roadside","Urban Traffic",5.14983333333333
-4.243631,55.865782,64,2020-04-04,14,"GLKP","Glasgow Townhead","Urban Background",4.41820833333333
-0.037418,51.449674,64,2020-04-04,15,"HP1","London Honor Oak Park","Urban Background",10.679125
-0.213492,51.52105,64,2020-04-04,16,"KC1","London N. Kensington","Urban Background",10.1180833333333
-1.533119,52.28881,64,2020-04-04,17,"LEAM","Leamington Spa","Urban Background",7.92458333333333
-7.900328,54.43951,64,2020-04-04,18,"LN","Lough Navar","Rural Background",3.40916666666667
1.302686,52.614823,64,2020-04-04,19,"NO12","Norwich Lakenfields","Urban Background",14.3661666666667
-1.146447,52.95473,64,2020-04-04,20,"NOTT","Nottingham Centre","Urban Background",9.66779166666667
-1.260278,51.744806,64,2020-04-04,21,"OX8","Oxford St Ebbes","Urban Background",8.82266666666667
-2.680353,53.76559,64,2020-04-04,22,"PRES","Preston","Urban Background",6.472125
0.634889,51.45617,64,2020-04-04,23,"ROCH","Rochester Stoke","Rural Background",15.8943333333333
0.678331,51.544166,64,2020-04-04,24,"SEND","Southend-on-Sea","Urban Background",14.1588333333333
-1.478096,53.378622,64,2020-04-04,25,"SHDG","Sheffield Devonshire Green","Urban Background",9.33591666666667
-1.395757,50.908173,64,2020-04-04,26,"SOUT","Southampton Centre","Urban Background",9.20404166666667
-1.406878,54.88361,64,2020-04-04,27,"SUN2","Sunderland Silksworth","Urban Background",7.17575
-3.022722,53.37287,64,2020-04-04,28,"TRAN","Wirral Tranmere","Urban Background",6.16658333333333
-2.638139,53.54914,64,2020-04-04,29,"WIG5","Wigan Centre","Urban Background",8.082875
-3.002829,53.042282,64,2020-04-04,30,"WREX","Wrexham","Urban Traffic",7.03229166666667
-2.094278,57.15736,65,2020-04-05,1,"ABD","Aberdeen","Urban Background",21.4780416666667
-3.2429,55.79216,65,2020-04-05,2,"ACTH","Auchencorth Moss","Rural Background",7.06666666666667
-5.928833,54.59965,65,2020-04-05,3,"BEL2","Belfast Centre","Urban Background",9.65508333333333
-1.874978,52.476145,65,2020-04-05,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",9.48408333333333
-3.007175,53.80489,65,2020-04-05,5,"BLC2","Blackpool Marton","Urban Background",10.0756666666667
-1.918235,52.481346,65,2020-04-05,6,"BMLD","Birmingham Ladywood","Urban Background",8.54658333333333
-1.454946,53.244131,65,2020-04-05,7,"CHLG","Chesterfield Loundsley Green","Urban Background",9.76116666666667
-1.456928,53.231751,65,2020-04-05,8,"CHS7","Chesterfield Roadside","Urban Traffic",9.413375
-1.560189,52.411628,65,2020-04-05,9,"COAL","Coventry Allesley","Urban Background",10.138625
-2.334139,53.48481,65,2020-04-05,10,"ECCL","Salford Eccles","Urban Background",9.965625
-3.182186,55.945589,65,2020-04-05,11,"ED3","Edinburgh St Leonards","Urban Background",6.87216666666667
-4.238214,55.860936,65,2020-04-05,12,"GHSR","Glasgow High Street","Urban Traffic",6.68441666666667
-4.734421,55.944079,65,2020-04-05,13,"GKA8","Greenock A8 Roadside","Urban Traffic",7.867875
-4.243631,55.865782,65,2020-04-05,14,"GLKP","Glasgow Townhead","Urban Background",6.86320833333333
-0.037418,51.449674,65,2020-04-05,15,"HP1","London Honor Oak Park","Urban Background",9.90366666666667
-0.213492,51.52105,65,2020-04-05,16,"KC1","London N. Kensington","Urban Background",9.265
-1.533119,52.28881,65,2020-04-05,17,"LEAM","Leamington Spa","Urban Background",8.89545833333333
-7.900328,54.43951,65,2020-04-05,18,"LN","Lough Navar","Rural Background",5.77933333333333
1.302686,52.614823,65,2020-04-05,19,"NO12","Norwich Lakenfields","Urban Background",18.7215833333333
-1.146447,52.95473,65,2020-04-05,20,"NOTT","Nottingham Centre","Urban Background",16.174375
-1.260278,51.744806,65,2020-04-05,21,"OX8","Oxford St Ebbes","Urban Background",8.95345833333333
-2.680353,53.76559,65,2020-04-05,22,"PRES","Preston","Urban Background",8.17616666666667
0.634889,51.45617,65,2020-04-05,23,"ROCH","Rochester Stoke","Rural Background",15.1739166666667
0.678331,51.544166,65,2020-04-05,24,"SEND","Southend-on-Sea","Urban Background",13.0041666666667
-1.478096,53.378622,65,2020-04-05,25,"SHDG","Sheffield Devonshire Green","Urban Background",12.0941666666667
-1.395757,50.908173,65,2020-04-05,26,"SOUT","Southampton Centre","Urban Background",11.55175
-1.406878,54.88361,65,2020-04-05,27,"SUN2","Sunderland Silksworth","Urban Background",16.955625
-3.022722,53.37287,65,2020-04-05,28,"TRAN","Wirral Tranmere","Urban Background",9.33770833333333
-2.638139,53.54914,65,2020-04-05,29,"WIG5","Wigan Centre","Urban Background",9.73183333333333
-3.002829,53.042282,65,2020-04-05,30,"WREX","Wrexham","Urban Traffic",10.7234166666667
-2.094278,57.15736,66,2020-04-06,1,"ABD","Aberdeen","Urban Background",8.51029166666667
-3.2429,55.79216,66,2020-04-06,2,"ACTH","Auchencorth Moss","Rural Background",4.15979166666667
-5.928833,54.59965,66,2020-04-06,3,"BEL2","Belfast Centre","Urban Background",6.02191666666667
-1.874978,52.476145,66,2020-04-06,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",5.90308333333333
-3.007175,53.80489,66,2020-04-06,5,"BLC2","Blackpool Marton","Urban Background",9.32291666666667
-1.918235,52.481346,66,2020-04-06,6,"BMLD","Birmingham Ladywood","Urban Background",5.63191666666667
-1.454946,53.244131,66,2020-04-06,7,"CHLG","Chesterfield Loundsley Green","Urban Background",5.19070833333333
-1.456928,53.231751,66,2020-04-06,8,"CHS7","Chesterfield Roadside","Urban Traffic",5.72416666666667
-1.560189,52.411628,66,2020-04-06,9,"COAL","Coventry Allesley","Urban Background",5.57483333333333
-2.334139,53.48481,66,2020-04-06,10,"ECCL","Salford Eccles","Urban Background",7.464625
-3.182186,55.945589,66,2020-04-06,11,"ED3","Edinburgh St Leonards","Urban Background",4.81429166666667
-4.238214,55.860936,66,2020-04-06,12,"GHSR","Glasgow High Street","Urban Traffic",5.57879166666667
-4.734421,55.944079,66,2020-04-06,13,"GKA8","Greenock A8 Roadside","Urban Traffic",5.99295833333333
-4.243631,55.865782,66,2020-04-06,14,"GLKP","Glasgow Townhead","Urban Background",5.306625
-0.037418,51.449674,66,2020-04-06,15,"HP1","London Honor Oak Park","Urban Background",6.13708333333333
-0.213492,51.52105,66,2020-04-06,16,"KC1","London N. Kensington","Urban Background",5.856875
-1.533119,52.28881,66,2020-04-06,17,"LEAM","Leamington Spa","Urban Background",5.39708333333333
-7.900328,54.43951,66,2020-04-06,18,"LN","Lough Navar","Rural Background",4.75529166666667
1.302686,52.614823,66,2020-04-06,19,"NO12","Norwich Lakenfields","Urban Background",9.03316666666667
-1.146447,52.95473,66,2020-04-06,20,"NOTT","Nottingham Centre","Urban Background",5.63891666666667
-1.260278,51.744806,66,2020-04-06,21,"OX8","Oxford St Ebbes","Urban Background",5.12966666666667
-2.680353,53.76559,66,2020-04-06,22,"PRES","Preston","Urban Background",7.18066666666667
0.634889,51.45617,66,2020-04-06,23,"ROCH","Rochester Stoke","Rural Background",7.99241666666667
0.678331,51.544166,66,2020-04-06,24,"SEND","Southend-on-Sea","Urban Background",6.62545833333333
-1.478096,53.378622,66,2020-04-06,25,"SHDG","Sheffield Devonshire Green","Urban Background",6.51641666666667
-1.395757,50.908173,66,2020-04-06,26,"SOUT","Southampton Centre","Urban Background",8.36470833333333
-1.406878,54.88361,66,2020-04-06,27,"SUN2","Sunderland Silksworth","Urban Background",6.256875
-3.022722,53.37287,66,2020-04-06,28,"TRAN","Wirral Tranmere","Urban Background",6.274625
-2.638139,53.54914,66,2020-04-06,29,"WIG5","Wigan Centre","Urban Background",7.14220833333333
-3.002829,53.042282,66,2020-04-06,30,"WREX","Wrexham","Urban Traffic",5.42258333333333
-2.094278,57.15736,67,2020-04-07,1,"ABD","Aberdeen","Urban Background",8.282375
-3.2429,55.79216,67,2020-04-07,2,"ACTH","Auchencorth Moss","Rural Background",5.01570833333333
-5.928833,54.59965,67,2020-04-07,3,"BEL2","Belfast Centre","Urban Background",9.82025
-1.874978,52.476145,67,2020-04-07,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",12.7545416666667
-3.007175,53.80489,67,2020-04-07,5,"BLC2","Blackpool Marton","Urban Background",10.272125
-1.918235,52.481346,67,2020-04-07,6,"BMLD","Birmingham Ladywood","Urban Background",11.3954583333333
-1.454946,53.244131,67,2020-04-07,7,"CHLG","Chesterfield Loundsley Green","Urban Background",10.021625
-1.456928,53.231751,67,2020-04-07,8,"CHS7","Chesterfield Roadside","Urban Traffic",9.04670833333333
-1.560189,52.411628,67,2020-04-07,9,"COAL","Coventry Allesley","Urban Background",9.22954166666667
-2.334139,53.48481,67,2020-04-07,10,"ECCL","Salford Eccles","Urban Background",12.0578333333333
-3.182186,55.945589,67,2020-04-07,11,"ED3","Edinburgh St Leonards","Urban Background",5.560125
-4.238214,55.860936,67,2020-04-07,12,"GHSR","Glasgow High Street","Urban Traffic",6.280625
-4.734421,55.944079,67,2020-04-07,13,"GKA8","Greenock A8 Roadside","Urban Traffic",7.45216666666667
-4.243631,55.865782,67,2020-04-07,14,"GLKP","Glasgow Townhead","Urban Background",6.31779166666667
-0.037418,51.449674,67,2020-04-07,15,"HP1","London Honor Oak Park","Urban Background",13.2528333333333
-0.213492,51.52105,67,2020-04-07,16,"KC1","London N. Kensington","Urban Background",11.4200833333333
-1.533119,52.28881,67,2020-04-07,17,"LEAM","Leamington Spa","Urban Background",8.02675
-7.900328,54.43951,67,2020-04-07,18,"LN","Lough Navar","Rural Background",5.26825
1.302686,52.614823,67,2020-04-07,19,"NO12","Norwich Lakenfields","Urban Background",10.4206666666667
-1.146447,52.95473,67,2020-04-07,20,"NOTT","Nottingham Centre","Urban Background",9.66979166666667
-1.260278,51.744806,67,2020-04-07,21,"OX8","Oxford St Ebbes","Urban Background",7.03029166666667
-2.680353,53.76559,67,2020-04-07,22,"PRES","Preston","Urban Background",9.80845833333333
0.634889,51.45617,67,2020-04-07,23,"ROCH","Rochester Stoke","Rural Background",17.6692083333333
0.678331,51.544166,67,2020-04-07,24,"SEND","Southend-on-Sea","Urban Background",13.1919583333333
-1.478096,53.378622,67,2020-04-07,25,"SHDG","Sheffield Devonshire Green","Urban Background",9.47633333333333
-1.395757,50.908173,67,2020-04-07,26,"SOUT","Southampton Centre","Urban Background",11.5477916666667
-1.406878,54.88361,67,2020-04-07,27,"SUN2","Sunderland Silksworth","Urban Background",9.21870833333333
-3.022722,53.37287,67,2020-04-07,28,"TRAN","Wirral Tranmere","Urban Background",8.69691666666667
-2.638139,53.54914,67,2020-04-07,29,"WIG5","Wigan Centre","Urban Background",10.1897916666667
-3.002829,53.042282,67,2020-04-07,30,"WREX","Wrexham","Urban Traffic",8.74816666666667
-2.094278,57.15736,68,2020-04-08,1,"ABD","Aberdeen","Urban Background",5.71645833333333
-3.2429,55.79216,68,2020-04-08,2,"ACTH","Auchencorth Moss","Rural Background",3.63504166666667
-5.928833,54.59965,68,2020-04-08,3,"BEL2","Belfast Centre","Urban Background",7.47154166666667
-1.874978,52.476145,68,2020-04-08,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",23.579125
-3.007175,53.80489,68,2020-04-08,5,"BLC2","Blackpool Marton","Urban Background",10.6810833333333
-1.918235,52.481346,68,2020-04-08,6,"BMLD","Birmingham Ladywood","Urban Background",18.4679583333333
-1.454946,53.244131,68,2020-04-08,7,"CHLG","Chesterfield Loundsley Green","Urban Background",8.588875
-1.456928,53.231751,68,2020-04-08,8,"CHS7","Chesterfield Roadside","Urban Traffic",9.59429166666667
-1.560189,52.411628,68,2020-04-08,9,"COAL","Coventry Allesley","Urban Background",11.9408333333333
-2.334139,53.48481,68,2020-04-08,10,"ECCL","Salford Eccles","Urban Background",13.3342916666667
-3.182186,55.945589,68,2020-04-08,11,"ED3","Edinburgh St Leonards","Urban Background",4.39083333333333
-4.238214,55.860936,68,2020-04-08,12,"GHSR","Glasgow High Street","Urban Traffic",5.98075
-4.734421,55.944079,68,2020-04-08,13,"GKA8","Greenock A8 Roadside","Urban Traffic",6.262375
-4.243631,55.865782,68,2020-04-08,14,"GLKP","Glasgow Townhead","Urban Background",5.58866666666667
-0.037418,51.449674,68,2020-04-08,15,"HP1","London Honor Oak Park","Urban Background",37.772375
-0.213492,51.52105,68,2020-04-08,16,"KC1","London N. Kensington","Urban Background",33.6391666666667
-1.533119,52.28881,68,2020-04-08,17,"LEAM","Leamington Spa","Urban Background",9.661
-7.900328,54.43951,68,2020-04-08,18,"LN","Lough Navar","Rural Background",5.15145833333333
1.302686,52.614823,68,2020-04-08,19,"NO12","Norwich Lakenfields","Urban Background",19.3092916666667
-1.146447,52.95473,68,2020-04-08,20,"NOTT","Nottingham Centre","Urban Background",12.7525833333333
-1.260278,51.744806,68,2020-04-08,21,"OX8","Oxford St Ebbes","Urban Background",14.6236666666667
-2.680353,53.76559,68,2020-04-08,22,"PRES","Preston","Urban Background",10.1357916666667
0.634889,51.45617,68,2020-04-08,23,"ROCH","Rochester Stoke","Rural Background",45.9475416666667
0.678331,51.544166,68,2020-04-08,24,"SEND","Southend-on-Sea","Urban Background",36.8565
-1.478096,53.378622,68,2020-04-08,25,"SHDG","Sheffield Devonshire Green","Urban Background",11.5095416666667
-1.395757,50.908173,68,2020-04-08,26,"SOUT","Southampton Centre","Urban Background",38.3945
-1.406878,54.88361,68,2020-04-08,27,"SUN2","Sunderland Silksworth","Urban Background",5.70870833333333
-3.022722,53.37287,68,2020-04-08,28,"TRAN","Wirral Tranmere","Urban Background",11.9055
-2.638139,53.54914,68,2020-04-08,29,"WIG5","Wigan Centre","Urban Background",13.031625
-3.002829,53.042282,68,2020-04-08,30,"WREX","Wrexham","Urban Traffic",7.71533333333333
-2.094278,57.15736,69,2020-04-09,1,"ABD","Aberdeen","Urban Background",7.56883333333333
-3.2429,55.79216,69,2020-04-09,2,"ACTH","Auchencorth Moss","Rural Background",2.89016666666667
-5.928833,54.59965,69,2020-04-09,3,"BEL2","Belfast Centre","Urban Background",9.86845833333333
-1.874978,52.476145,69,2020-04-09,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",19.1461666666667
-3.007175,53.80489,69,2020-04-09,5,"BLC2","Blackpool Marton","Urban Background",13.134875
-1.918235,52.481346,69,2020-04-09,6,"BMLD","Birmingham Ladywood","Urban Background",17.7615
-1.454946,53.244131,69,2020-04-09,7,"CHLG","Chesterfield Loundsley Green","Urban Background",12.7359583333333
-1.456928,53.231751,69,2020-04-09,8,"CHS7","Chesterfield Roadside","Urban Traffic",12.7240833333333
-1.560189,52.411628,69,2020-04-09,9,"COAL","Coventry Allesley","Urban Background",19.6777083333333
-2.334139,53.48481,69,2020-04-09,10,"ECCL","Salford Eccles","Urban Background",13.3922916666667
-3.182186,55.945589,69,2020-04-09,11,"ED3","Edinburgh St Leonards","Urban Background",5.89129166666667
-4.238214,55.860936,69,2020-04-09,12,"GHSR","Glasgow High Street","Urban Traffic",6.95370833333333
-4.734421,55.944079,69,2020-04-09,13,"GKA8","Greenock A8 Roadside","Urban Traffic",5.75654166666667
-4.243631,55.865782,69,2020-04-09,14,"GLKP","Glasgow Townhead","Urban Background",7.32308333333333
-0.037418,51.449674,69,2020-04-09,15,"HP1","London Honor Oak Park","Urban Background",42.9531666666667
-0.213492,51.52105,69,2020-04-09,16,"KC1","London N. Kensington","Urban Background",40.1162083333333
-1.533119,52.28881,69,2020-04-09,17,"LEAM","Leamington Spa","Urban Background",21.126125
-7.900328,54.43951,69,2020-04-09,18,"LN","Lough Navar","Rural Background",8.60166666666667
1.302686,52.614823,69,2020-04-09,19,"NO12","Norwich Lakenfields","Urban Background",25.292
-1.146447,52.95473,69,2020-04-09,20,"NOTT","Nottingham Centre","Urban Background",12.7545833333333
-1.260278,51.744806,69,2020-04-09,21,"OX8","Oxford St Ebbes","Urban Background",25.7242916666667
-2.680353,53.76559,69,2020-04-09,22,"PRES","Preston","Urban Background",11.5045416666667
0.634889,51.45617,69,2020-04-09,23,"ROCH","Rochester Stoke","Rural Background",52.056
0.678331,51.544166,69,2020-04-09,24,"SEND","Southend-on-Sea","Urban Background",42.166
-1.478096,53.378622,69,2020-04-09,25,"SHDG","Sheffield Devonshire Green","Urban Background",16.048625
-1.395757,50.908173,69,2020-04-09,26,"SOUT","Southampton Centre","Urban Background",54.7653333333333
-1.406878,54.88361,69,2020-04-09,27,"SUN2","Sunderland Silksworth","Urban Background",8.39625
-3.022722,53.37287,69,2020-04-09,28,"TRAN","Wirral Tranmere","Urban Background",16.9341666666667
-2.638139,53.54914,69,2020-04-09,29,"WIG5","Wigan Centre","Urban Background",13.5575
-3.002829,53.042282,69,2020-04-09,30,"WREX","Wrexham","Urban Traffic",14.5970833333333
-2.094278,57.15736,70,2020-04-10,1,"ABD","Aberdeen","Urban Background",14.4712916666667
-3.2429,55.79216,70,2020-04-10,2,"ACTH","Auchencorth Moss","Rural Background",14.259
-5.928833,54.59965,70,2020-04-10,3,"BEL2","Belfast Centre","Urban Background",26.2973333333333
-1.874978,52.476145,70,2020-04-10,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",21.5330833333333
-3.007175,53.80489,70,2020-04-10,5,"BLC2","Blackpool Marton","Urban Background",28.735375
-1.918235,52.481346,70,2020-04-10,6,"BMLD","Birmingham Ladywood","Urban Background",21.6295
-1.454946,53.244131,70,2020-04-10,7,"CHLG","Chesterfield Loundsley Green","Urban Background",20.8049166666667
-1.456928,53.231751,70,2020-04-10,8,"CHS7","Chesterfield Roadside","Urban Traffic",20.9778333333333
-1.560189,52.411628,70,2020-04-10,9,"COAL","Coventry Allesley","Urban Background",21.0230416666667
-2.334139,53.48481,70,2020-04-10,10,"ECCL","Salford Eccles","Urban Background",27.5354166666667
-3.182186,55.945589,70,2020-04-10,11,"ED3","Edinburgh St Leonards","Urban Background",13.504375
-4.238214,55.860936,70,2020-04-10,12,"GHSR","Glasgow High Street","Urban Traffic",15.8402916666667
-4.734421,55.944079,70,2020-04-10,13,"GKA8","Greenock A8 Roadside","Urban Traffic",15.3545416666667
-4.243631,55.865782,70,2020-04-10,14,"GLKP","Glasgow Townhead","Urban Background",16.8200416666667
-0.037418,51.449674,70,2020-04-10,15,"HP1","London Honor Oak Park","Urban Background",30.3647083333333
-0.213492,51.52105,70,2020-04-10,16,"KC1","London N. Kensington","Urban Background",27.4520416666667
-1.533119,52.28881,70,2020-04-10,17,"LEAM","Leamington Spa","Urban Background",18.155625
-7.900328,54.43951,70,2020-04-10,18,"LN","Lough Navar","Rural Background",13.7628333333333
1.302686,52.614823,70,2020-04-10,19,"NO12","Norwich Lakenfields","Urban Background",11.5998333333333
-1.146447,52.95473,70,2020-04-10,20,"NOTT","Nottingham Centre","Urban Background",18.299
-1.260278,51.744806,70,2020-04-10,21,"OX8","Oxford St Ebbes","Urban Background",18.3048333333333
-2.680353,53.76559,70,2020-04-10,22,"PRES","Preston","Urban Background",26.0811666666667
0.634889,51.45617,70,2020-04-10,23,"ROCH","Rochester Stoke","Rural Background",30.9946666666667
0.678331,51.544166,70,2020-04-10,24,"SEND","Southend-on-Sea","Urban Background",27.0932083333333
-1.478096,53.378622,70,2020-04-10,25,"SHDG","Sheffield Devonshire Green","Urban Background",22.1119583333333
-1.395757,50.908173,70,2020-04-10,26,"SOUT","Southampton Centre","Urban Background",26.8662083333333
-1.406878,54.88361,70,2020-04-10,27,"SUN2","Sunderland Silksworth","Urban Background",23.5220416666667
-3.022722,53.37287,70,2020-04-10,28,"TRAN","Wirral Tranmere","Urban Background",21.2806666666667
-2.638139,53.54914,70,2020-04-10,29,"WIG5","Wigan Centre","Urban Background",25.6615416666667
-3.002829,53.042282,70,2020-04-10,30,"WREX","Wrexham","Urban Traffic",25.666375
-2.094278,57.15736,71,2020-04-11,1,"ABD","Aberdeen","Urban Background",8.02191666666667
-3.2429,55.79216,71,2020-04-11,2,"ACTH","Auchencorth Moss","Rural Background",8.05529166666667
-5.928833,54.59965,71,2020-04-11,3,"BEL2","Belfast Centre","Urban Background",5.720375
-1.874978,52.476145,71,2020-04-11,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",21.1213333333333
-3.007175,53.80489,71,2020-04-11,5,"BLC2","Blackpool Marton","Urban Background",28.7384166666667
-1.918235,52.481346,71,2020-04-11,6,"BMLD","Birmingham Ladywood","Urban Background",20.97975
-1.454946,53.244131,71,2020-04-11,7,"CHLG","Chesterfield Loundsley Green","Urban Background",15.6731666666667
-1.456928,53.231751,71,2020-04-11,8,"CHS7","Chesterfield Roadside","Urban Traffic",15.6987916666667
-1.560189,52.411628,71,2020-04-11,9,"COAL","Coventry Allesley","Urban Background",21.9792083333333
-2.334139,53.48481,71,2020-04-11,10,"ECCL","Salford Eccles","Urban Background",23.5790833333333
-3.182186,55.945589,71,2020-04-11,11,"ED3","Edinburgh St Leonards","Urban Background",7.60029166666667
-4.238214,55.860936,71,2020-04-11,12,"GHSR","Glasgow High Street","Urban Traffic",10.053125
-4.734421,55.944079,71,2020-04-11,13,"GKA8","Greenock A8 Roadside","Urban Traffic",9.16308333333333
-4.243631,55.865782,71,2020-04-11,14,"GLKP","Glasgow Townhead","Urban Background",10.360625
-0.037418,51.449674,71,2020-04-11,15,"HP1","London Honor Oak Park","Urban Background",18.7431666666667
-0.213492,51.52105,71,2020-04-11,16,"KC1","London N. Kensington","Urban Background",19.2688333333333
-1.533119,52.28881,71,2020-04-11,17,"LEAM","Leamington Spa","Urban Background",19.5205833333333
-7.900328,54.43951,71,2020-04-11,18,"LN","Lough Navar","Rural Background",1.73641666666667
1.302686,52.614823,71,2020-04-11,19,"NO12","Norwich Lakenfields","Urban Background",11.8967916666667
-1.146447,52.95473,71,2020-04-11,20,"NOTT","Nottingham Centre","Urban Background",21.3965
-1.260278,51.744806,71,2020-04-11,21,"OX8","Oxford St Ebbes","Urban Background",17.4960416666667
-2.680353,53.76559,71,2020-04-11,22,"PRES","Preston","Urban Background",18.891625
0.634889,51.45617,71,2020-04-11,23,"ROCH","Rochester Stoke","Rural Background",19.57175
0.678331,51.544166,71,2020-04-11,24,"SEND","Southend-on-Sea","Urban Background",15.52675
-1.478096,53.378622,71,2020-04-11,25,"SHDG","Sheffield Devonshire Green","Urban Background",16.64125
-1.395757,50.908173,71,2020-04-11,26,"SOUT","Southampton Centre","Urban Background",27.8863333333333
-1.406878,54.88361,71,2020-04-11,27,"SUN2","Sunderland Silksworth","Urban Background",10.29
-3.022722,53.37287,71,2020-04-11,28,"TRAN","Wirral Tranmere","Urban Background",22.4775
-2.638139,53.54914,71,2020-04-11,29,"WIG5","Wigan Centre","Urban Background",20.5247916666667
-3.002829,53.042282,71,2020-04-11,30,"WREX","Wrexham","Urban Traffic",21.5537916666667
-2.094278,57.15736,72,2020-04-12,1,"ABD","Aberdeen","Urban Background",6.40425
-3.2429,55.79216,72,2020-04-12,2,"ACTH","Auchencorth Moss","Rural Background",5.177875
-5.928833,54.59965,72,2020-04-12,3,"BEL2","Belfast Centre","Urban Background",6.40425
-1.874978,52.476145,72,2020-04-12,4,"BIRR","Birmingham A4540 Roadside","Urban Traffic",13.341125
-3.007175,53.80489,72,2020-04-12,5,"BLC2","Blackpool Marton","Urban Background",15.3853333333333
-1.918235,52.481346,72,2020-04-12,6,"BMLD","Birmingham Ladywood","Urban Background",11.9771666666667
-1.454946,53.244131,72,2020-04-12,7,"CHLG","Chesterfield Loundsley Green","Urban Background",9.208
-1.456928,53.231751,72,2020-04-12,8,"CHS7","Chesterfield Roadside","Urban Traffic",9.67179166666667
-1.560189,52.411628,72,2020-04-12,9,"COAL","Coventry Allesley","Urban Background",11.9447916666667
-2.334139,53.48481,72,2020-04-12,10,"ECCL","Salford Eccles","Urban Background",14.997125
-3.182186,55.945589,72,2020-04-12,11,"ED3","Edinburgh St Leonards","Urban Background",6.071125
-4.238214,55.860936,72,2020-04-12,12,"GHSR","Glasgow High Street","Urban Traffic",5.75275
-4.734421,55.944079,72,2020-04-12,13,"GKA8","Greenock A8 Roadside","Urban Traffic",5.27625
-4.243631,55.865782,72,2020-04-12,14,"GLKP","Glasgow Townhead","Urban Background",5.80483333333333
-0.037418,51.449674,72,2020-04-12,15,"HP1","London Honor Oak Park","Urban Background",17.1364166666667
-0.213492,51.52105,72,2020-04-12,16,"KC1","London N. Kensington","Urban Background",18.82275
-1.533119,52.28881,72,2020-04-12,17,"LEAM","Leamington Spa","Urban Background",11.998875
